date,venue,match_category,team_1,team_2,team_1_runs,team_1_wickets,team_2_runs,team_2_wickets,pom,world_cup_year,host_country,match_status,winning_team,bowler_one,bowler_one_wicket,bowler_two,bowler_two_wicket,batter_one,batter_one_score,batter_two,batter_two_score
2011-02-28, Nagpur,League-Match,ZIM,CAN,298.0,9.0,123.0,0.0,Tatenda Taibu,2011,India,played,Zimbabwe,WD Balaji Rao,4,RW Price,3,T Taibu,98,CR Ervine,85
2011-03-30, Mohali,Semi-Final,IND,PAK,260.0,9.0,231.0,0.0,Sachin Tendulkar,2011,India,played,India,Wahab Riaz,5,A Nehra,2,SR Tendulkar,85,Misbah-ul-Haq,56
NA, Colombo (RPS),League-Match,AUS,PAK,176.0,0.0,178.0,6.0,Umar Akmal,2011,Sri Lanka,played,Pakistan,B Lee,4,Umar Gul,3,Asad Shafiq,46,Umar Akmal,44
2011-03-07, Delhi,League-Match,KENYA,CAN,198.0,0.0,199.0,5.0,Henry Osinde,2011,India,played,Canada,H Osinde,4,Rizwan Cheema,2,AS Hansra,70,A Bagai,64
2011-03-10, Pallekele,League-Match,SL,ZIM,327.0,6.0,188.0,0.0,Tillakaratne Dilshan,2011,Sri Lanka,played,Sri Lanka,TM Dilshan,4,CB Mpofu,4,TM Dilshan,144,WU Tharanga,133
2011-02-27, Bengaluru,League-Match,IND,ENG,338.0,0.0,338.0,8.0,Andrew Strauss,2011,India,played,NA,TT Bresnan,5,Z Khan,3,AJ Strauss,158,SR Tendulkar,120
2011-03-15, Eden Gardens,League-Match,SA,IRE,272.0,7.0,141.0,0.0,Jean-Paul Duminy,2011,India,played,South Africa,RJ Peterson,3,M Morkel,3,JP Duminy,99,CA Ingram,46
NA, Wankhede,League-Match,SL,NZ,265.0,9.0,153.0,0.0,Kumar Sangakkara,2011,India,played,Sri Lanka,M Muralidaran,4,TG Southee,3,KC Sangakkara,111,DPMD Jayawardene,66
2011-03-09, Delhi,League-Match,NED,IND,189.0,0.0,191.0,5.0,Yuvraj Singh,2011,India,played,India,Z Khan,3,PM Seelaar,3,Yuvraj Singh,51,V Sehwag,39
2011-03-14, Chattogram,League-Match,NED,BAN,160.0,0.0,166.0,4.0,Imrul Kayes,2011,Bangladesh,played,Bangladesh,Abdur Razzak,3,TLW Cooper,2,Imrul Kayes,73,RN ten Doeschate,53
NA, Chattogram,League-Match,ENG,BAN,225.0,0.0,227.0,8.0,Imrul Kayes,2011,Bangladesh,played,Bangladesh,A Shahzad,3,Abdur Razzak,2,IJL Trott,67,EJG Morgan,63
2011-02-22, Nagpur,League-Match,NED,ENG,292.0,6.0,296.0,4.0,Ryan ten Doeschate,2011,India,played,England,GP Swann,2,RN ten Doeschate,2,RN ten Doeschate,119,AJ Strauss,88
NA, Mirpur,League-Match,BAN,WI,58.0,0.0,59.0,1.0,Kemar Roach,2011,Bangladesh,played,West Indies,SJ Benn,4,DJG Sammy,3,CH Gayle,37,Junaid Siddique,25
2011-03-05, Colombo (RPS),League-Match,SL,AUS,146.0,3.0,NA,NA,NA,2011,Sri Lanka,abandoned,NA,SW Tait,1,B Lee,1,KC Sangakkara,73,TT Samaraweera,34
2011-03-06, Chennai,League-Match,ENG,SA,171.0,0.0,165.0,0.0,Ravi Bopara,2011,India,played,England,SCJ Broad,4,Imran Tahir,4,RS Bopara,60,IJL Trott,52
NA, Mirpur,League-Match,BAN,IRE,205.0,0.0,178.0,0.0,Tamim Iqbal,2011,Bangladesh,played,Bangladesh,Shafiul Islam,4,AC Botha,3,Tamim Iqbal,44,"""NJ OBrien",38
2011-03-08, Pallekele,League-Match,NZ,PAK,302.0,7.0,192.0,0.0,Ross Taylor,2011,Sri Lanka,played,New Zealand,TG Southee,3,Umar Gul,3,LRPL Taylor,131,Abdul Razzaq,62
2011-03-04, Ahmedabad,League-Match,ZIM,NZ,162.0,0.0,166.0,0.0,Martin Guptill,2011,India,played,New Zealand,TG Southee,3,DL Vettori,2,MJ Guptill,86,BB McCullum,76
NA, Bengaluru,League-Match,IRE,IND,207.0,0.0,210.0,5.0,Yuvraj Singh,2011,India,played,India,Yuvraj Singh,5,Z Khan,3,WTS Porterfield,75,Yuvraj Singh,50
2011-02-23, Hambantota,League-Match,PAK,KENYA,317.0,7.0,112.0,0.0,Umar Akmal,2011,Sri Lanka,played,Pakistan,Shahid Afridi,5,TM Odoyo,3,Umar Akmal,71,Misbah-ul-Haq,65
2011-03-13, Wankhede,League-Match,NZ,CAN,358.0,6.0,261.0,9.0,Brendon McCullum,2011,India,played,New Zealand,JDP Oram,3,HS Baidwan,3,BB McCullum,101,A Bagai,84
NA, Hambantota,League-Match,SL,CAN,332.0,7.0,122.0,0.0,Mahela Jayawardene,2011,Sri Lanka,played,Sri Lanka,KMDN Kulasekara,3,NLTC Perera,3,DPMD Jayawardene,100,KC Sangakkara,92
NA, Pallekele,League-Match,ZIM,PAK,151.0,7.0,164.0,3.0,Umar Gul,2011,Sri Lanka,played,Pakistan,Umar Gul,3,RW Price,2,Asad Shafiq,78,CR Ervine,52
2011-02-26, Colombo (RPS),League-Match,PAK,SL,277.0,7.0,266.0,9.0,Shahid Afridi,2011,Sri Lanka,played,Pakistan,Shahid Afridi,4,Shoaib Akhtar,2,Misbah-ul-Haq,83,Younis Khan,72
2015-03-11, Hobart,League-Match,SL,SCOT,363.0,9.0,215.0,0.0,Kumar Sangakkara,2015,Australia,played,Sri Lanka,KMDN Kulasekara,3,PVD Chameera,3,KC Sangakkara,124,TM Dilshan,104
2015-02-24, Canberra,League-Match,WI,ZIM,372.0,2.0,289.0,0.0,Chris Gayle,2015,Australia,played,West Indies,JE Taylor,3,JO Holder,3,CH Gayle,215,MN Samuels,133
2015-03-24, Auckland,Semi-Final,SA,NZ,281.0,5.0,299.0,6.0,Grant Elliott,2015,New Zealand,played,NA,M Morkel,3,CJ Anderson,3,GD Elliott,84,F du Plessis,82
2015-03-18, Sydney,Final,SL,SA,133.0,0.0,134.0,1.0,Imran Tahir,2015,Australia,played,South Africa,Imran Tahir,4,JP Duminy,3,Q de Kock,78,KC Sangakkara,45
2015-03-19, Melbourne,Final,IND,BAN,302.0,6.0,193.0,0.0,Rohit Sharma,2015,Australia,played,India,UT Yadav,4,Taskin Ahmed,3,RG Sharma,137,SK Raina,65
NA, Melbourne,League-Match,IND,SA,307.0,7.0,177.0,0.0,Shikhar Dhawan,2015,Australia,played,India,R Ashwin,3,Mohammed Shami,2,S Dhawan,137,AM Rahane,79
2015-02-25, Brisbane,League-Match,UAE,IRE,278.0,9.0,279.0,8.0,Gary Wilson,2015,Australia,played,Ireland,Amjad Javed,3,PR Stirling,2,Shaiman Anwar,106,GC Wilson,80
2015-03-09, Adelaide,League-Match,BAN,ENG,275.0,7.0,260.0,0.0,Mahmudullah,2015,Australia,played,Bangladesh,Rubel Hossain,4,JM Anderson,2,Mahmudullah,103,Mushfiqur Rahim,89
2015-03-07, Auckland,League-Match,PAK,SA,222.0,0.0,202.0,0.0,Sarfaraz Ahmed,2015,New Zealand,played,Pakistan,DW Steyn,3,Rahat Ali,3,AB de Villiers,77,Misbah-ul-Haq,56
2015-03-29, Melbourne,Final,NZ,AUS,183.0,0.0,186.0,3.0,James Faulkner,2015,Australia,played,Australia,MG Johnson,3,JP Faulkner,3,GD Elliott,83,MJ Clarke,74
NA, Perth,League-Match,AUS,AFG,417.0,6.0,142.0,0.0,David Warner,2015,Australia,played,Australia,MG Johnson,4,MA Starc,2,DA Warner,178,SPD Smith,95
2015-02-17, Dunedin,League-Match,SCOT,NZ,142.0,0.0,146.0,7.0,Trent Boult,2015,New Zealand,played,New Zealand,DL Vettori,3,CJ Anderson,3,MW Machan,56,RD Berrington,50
2015-03-05, Nelson,League-Match,SCOT,BAN,318.0,8.0,322.0,4.0,Kyle Coetzer,2015,New Zealand,played,Bangladesh,Taskin Ahmed,3,Nasir Hossain,2,KJ Coetzer,156,Tamim Iqbal,95
2015-03-06, Perth,League-Match,WI,IND,182.0,0.0,185.0,6.0,Mohammed Shami,2015,Australia,played,India,Mohammed Shami,3,RA Jadeja,2,JO Holder,57,MS Dhoni,45
2015-03-15, Napier,League-Match,UAE,WI,175.0,0.0,176.0,4.0,Jason Holder,2015,New Zealand,played,West Indies,JO Holder,4,JE Taylor,3,Nasir Aziz,60,Amjad Javed,56
2015-02-20, Wellington,League-Match,ENG,NZ,123.0,0.0,125.0,2.0,Tim Southee,2015,New Zealand,played,New Zealand,TG Southee,7,CR Woakes,2,BB McCullum,77,JE Root,46
2015-02-14, Christchurch,League-Match,NZ,SL,331.0,6.0,233.0,0.0,Corey Anderson,2015,New Zealand,played,New Zealand,BMAJ Mendis,2,DL Vettori,2,CJ Anderson,75,BB McCullum,65
NA, Adelaide,League-Match,IND,PAK,300.0,7.0,224.0,0.0,Virat Kohli,2015,Australia,played,India,Sohail Khan,5,Mohammed Shami,4,V Kohli,107,Misbah-ul-Haq,76
NA, Adelaide,League-Match,IRE,PAK,237.0,0.0,241.0,3.0,Sarfaraz Ahmed,2015,Australia,played,Pakistan,Wahab Riaz,3,Sohail Khan,2,WTS Porterfield,107,Sarfaraz Ahmed,101
2015-03-20, Adelaide,Final,PAK,AUS,213.0,0.0,216.0,4.0,Josh Hazlewood,2015,Australia,played,Australia,JR Hazlewood,4,MA Starc,2,SPD Smith,65,SR Watson,64
NA, Melbourne,League-Match,AUS,ENG,342.0,9.0,231.0,0.0,Aaron Finch,2015,Australia,played,Australia,MR Marsh,5,ST Finn,5,AJ Finch,135,JWA Taylor,98
2015-03-21, Wellington,Final,NZ,WI,393.0,6.0,250.0,0.0,Martin Guptill,2015,New Zealand,played,New Zealand,TA Boult,4,JE Taylor,3,MJ Guptill,237,CH Gayle,61
2015-03-04, Napier,League-Match,PAK,UAE,339.0,6.0,210.0,8.0,Ahmed Shehzad,2015,New Zealand,played,Pakistan,AM Guruge,4,Shahid Afridi,2,Ahmed Shehzad,93,Haris Sohail,70
NA, Sydney,League-Match,AUS,SL,376.0,9.0,312.0,0.0,Glenn Maxwell,2015,Australia,played,Australia,JP Faulkner,3,MA Starc,2,KC Sangakkara,104,GJ Maxwell,102
2015-02-28, Auckland,League-Match,AUS,NZ,151.0,0.0,152.0,9.0,Trent Boult,2015,New Zealand,played,New Zealand,MA Starc,6,TA Boult,5,BB McCullum,50,KS Williamson,45
2015-03-29, Melbourne,Final,NZ,AUS,183.0,0.0,186.0,3.0,James Faulkner,2015,Australia,played,Australia,MG Johnson,3,JP Faulkner,3,GD Elliott,83,MJ Clarke,74
2015-02-21, Christchurch,League-Match,WI,PAK,310.0,6.0,160.0,0.0,Andre Russell,2015,New Zealand,played,West Indies,JE Taylor,3,AD Russell,3,Umar Akmal,59,D Ramdin,51
NA, Sydney,League-Match,AFG,ENG,111.0,7.0,101.0,1.0,Chris Jordan,2015,Australia,played,England,CJ Jordan,2,RS Bopara,2,IR Bell,52,AD Hales,37
NA, Perth,League-Match,UAE,IND,102.0,0.0,104.0,1.0,Ravichandran Ashwin,2015,Australia,played,India,R Ashwin,4,UT Yadav,2,RG Sharma,57,Shaiman Anwar,35
2015-02-27, Sydney,League-Match,SA,WI,408.0,5.0,151.0,0.0,AB de Villiers,2015,Australia,played,South Africa,Imran Tahir,5,M Morkel,2,AB de Villiers,162,HM Amla,65
2015-02-18, Canberra,League-Match,BAN,AFG,267.0,0.0,162.0,0.0,Mushfiqur Rahim,2015,Australia,played,Bangladesh,Mashrafe Mortaza,3,Shapoor Zadran,2,Mushfiqur Rahim,71,Shakib Al Hasan,63
2015-02-22, Dunedin,League-Match,AFG,SL,232.0,0.0,236.0,6.0,Mahela Jayawardene,2015,New Zealand,played,Sri Lanka,SL Malinga,3,Hamid Hassan,3,DPMD Jayawardene,100,Asghar Afghan,54
2015-03-13, Hamilton,League-Match,BAN,NZ,288.0,7.0,290.0,7.0,Martin Guptill,2015,New Zealand,played,New Zealand,Shakib Al Hasan,4,CJ Anderson,2,Mahmudullah,128,MJ Guptill,105
NA, Brisbane,League-Match,PAK,ZIM,235.0,7.0,215.0,0.0,Wahab Riaz,2015,Australia,played,Pakistan,Mohammad Irfan,4,Wahab Riaz,4,Misbah-ul-Haq,73,Wahab Riaz,54
NA, Hobart,League-Match,IRE,ZIM,331.0,8.0,326.0,0.0,Ed Joyce,2015,Australia,played,Ireland,AR Cusack,4,TL Chatara,3,BRM Taylor,121,EC Joyce,112
2015-02-23, Christchurch,League-Match,ENG,SCOT,303.0,8.0,184.0,0.0,Moeen Ali,2015,New Zealand,played,England,JH Davey,4,ST Finn,3,MM Ali,128,KJ Coetzer,71
2015-02-19, Nelson,League-Match,UAE,ZIM,285.0,7.0,286.0,6.0,Sean Williams,2015,New Zealand,played,Zimbabwe,TL Chatara,3,SF Mire,2,SC Williams,76,Shaiman Anwar,67
2015-03-03, Canberra,League-Match,SA,IRE,411.0,4.0,210.0,0.0,Hashim Amla,2015,Australia,played,South Africa,KJ Abbott,4,M Morkel,3,HM Amla,159,F du Plessis,109
2015-03-14, Auckland,League-Match,ZIM,IND,287.0,0.0,288.0,4.0,Suresh Raina,2015,New Zealand,played,India,UT Yadav,3,MM Sharma,3,BRM Taylor,138,SK Raina,110
2015-03-10, Hamilton,League-Match,IRE,IND,259.0,0.0,260.0,2.0,Shikhar Dhawan,2015,New Zealand,played,India,Mohammed Shami,3,R Ashwin,2,S Dhawan,100,"""NJ OBrien",75
2015-02-26, Dunedin,League-Match,SCOT,AFG,210.0,0.0,211.0,9.0,Samiullah Shinwari,2015,New Zealand,played,Afghanistan,Shapoor Zadran,4,RD Berrington,4,Samiullah Shinwari,96,Javed Ahmadi,51
2015-02-16, Nelson,League-Match,WI,IRE,304.0,7.0,307.0,6.0,Paul Stirling,2015,New Zealand,played,Ireland,GH Dockrell,3,JE Taylor,3,LMP Simmons,102,PR Stirling,92
2015-03-01, Wellington,League-Match,ENG,SL,309.0,6.0,312.0,1.0,Kumar Sangakkara,2015,New Zealand,played,Sri Lanka,TM Dilshan,1,AD Mathews,1,HDRL Thirimanne,139,JE Root,121
2015-03-08, Napier,League-Match,AFG,NZ,186.0,0.0,188.0,4.0,Daniel Vettori,2015,New Zealand,played,New Zealand,DL Vettori,4,TA Boult,3,MJ Guptill,57,Najibullah Zadran,56
2015-03-26, Sydney,Semi-Final,AUS,IND,328.0,7.0,233.0,0.0,Steven Smith,2015,Australia,played,Australia,UT Yadav,4,JP Faulkner,3,SPD Smith,105,AJ Finch,81
2015-02-15, Hamilton,League-Match,SA,ZIM,339.0,4.0,277.0,0.0,David Miller,2015,New Zealand,played,South Africa,Imran Tahir,3,VD Philander,2,DA Miller,138,JP Duminy,115
2015-03-12, Wellington,League-Match,SA,UAE,341.0,6.0,195.0,0.0,AB de Villiers,2015,New Zealand,played,South Africa,Mohammad Naveed,3,M Morkel,2,AB de Villiers,99,F Behardien,64
2015-03-21, Wellington,Final,NZ,WI,393.0,6.0,250.0,0.0,Martin Guptill,2015,New Zealand,played,New Zealand,TA Boult,4,JE Taylor,3,MJ Guptill,237,CH Gayle,61
NA, Brisbane,League-Match,Australia,Bangladesh,NA,NA,NA,NA,NA,2015,Australia,played,NA,NA,0,NA,0,NA,0,NA,0
NA, Melbourne,League-Match,SL,BAN,332.0,1.0,240.0,0.0,Tillakaratne Dilshan,2015,Australia,played,Sri Lanka,SL Malinga,3,TM Dilshan,2,TM Dilshan,161,KC Sangakkara,105
NA, Hobart,League-Match,SCOT,AUS,130.0,0.0,133.0,3.0,Mitchell Starc,2015,Australia,played,Australia,MA Starc,4,PJ Cummins,3,MJ Clarke,47,MW Machan,40
NA, Taunton,League-Match,AFG,NZ,172.0,0.0,173.0,3.0,James Neesham,2019,England,played,New Zealand,JDS Neesham,5,LH Ferguson,4,KS Williamson,79,Hashmatullah Shahidi,59
2019-06-02, The Oval,League-Match,BAN,SA,330.0,6.0,309.0,8.0,Shakib Al Hasan,2019,England,played,Bangladesh,Mustafizur Rahman,3,AL Phehlukwayo,2,Mushfiqur Rahim,78,Shakib Al Hasan,75
2019-06-08, Cardiff,League-Match,ENG,BAN,386.0,6.0,280.0,0.0,Jason Roy,2019,England,played,England,JC Archer,3,BA Stokes,3,JJ Roy,153,Shakib Al Hasan,121
2019-06-04, Cardiff,League-Match,SL,AFG,201.0,0.0,152.0,0.0,Nuwan Pradeep,2019,England,played,Sri Lanka,Mohammad Nabi,4,N Pradeep,4,MDKJ Perera,78,Najibullah Zadran,43
2019-06-24, Southampton,League-Match,BAN,AFG,262.0,7.0,200.0,0.0,Shakib Al Hasan,2019,England,played,Bangladesh,Shakib Al Hasan,5,Mujeeb Ur Rahman,3,Mushfiqur Rahim,83,Shakib Al Hasan,51
2019-06-22, Southampton,League-Match,IND,AFG,224.0,8.0,213.0,0.0,Jasprit Bumrah,2019,England,played,India,Mohammed Shami,4,YS Chahal,2,V Kohli,67,Mohammad Nabi,52
2019-06-18, Manchester,League-Match,ENG,AFG,397.0,6.0,247.0,8.0,Eoin Morgan,2019,England,played,England,JC Archer,3,AU Rashid,3,EJG Morgan,148,JM Bairstow,90
2019-07-03, Chester-le-Street,League-Match,ENG,NZ,305.0,8.0,186.0,0.0,Jonny Bairstow,2019,England,played,England,MA Wood,3,JDS Neesham,2,JM Bairstow,106,JJ Roy,60
2019-06-03, Nottingham,League-Match,PAK,ENG,348.0,8.0,334.0,9.0,Mohammad Hafeez,2019,England,played,Pakistan,MM Ali,3,Wahab Riaz,3,JE Root,107,JC Buttler,103
2019-06-07, Bristol,League-Match,Pakistan,Sri Lanka,NA,NA,NA,NA,NA,2019,England,played,NA,NA,0,NA,0,NA,0,NA,0
2019-07-14, Lord's,Final,NZ,ENG,241.0,8.0,241.0,0.0,Ben Stokes,2019,England,played,NA,CR Woakes,3,LE Plunkett,3,BA Stokes,84,JC Buttler,59
2019-06-13, Nottingham,League-Match,India,New Zealand,NA,NA,NA,NA,NA,2019,England,played,NA,NA,0,NA,0,NA,0,NA,0
2019-06-14, Southampton,League-Match,WI,ENG,212.0,0.0,213.0,2.0,Joe Root,2019,England,played,England,MA Wood,3,JC Archer,3,JE Root,100,N Pooran,63
2019-07-09, Manchester,League-Match,NZ,IND,239.0,8.0,221.0,0.0,Matt Henry,2019,England,played,New Zealand,MJ Henry,3,B Kumar,3,RA Jadeja,77,LRPL Taylor,74
2019-06-05, Southampton,League-Match,SA,IND,227.0,9.0,230.0,4.0,Rohit Sharma,2019,England,played,India,YS Chahal,4,JJ Bumrah,2,RG Sharma,122,CH Morris,42
2019-06-15, The Oval,League-Match,AUS,SL,334.0,7.0,247.0,0.0,Aaron Finch,2019,England,played,Australia,MA Starc,4,KW Richardson,3,AJ Finch,153,FDM Karunaratne,97
2019-06-16, Manchester,League-Match,IND,PAK,336.0,5.0,212.0,6.0,Rohit Sharma,2019,England,played,India,Mohammad Amir,3,Kuldeep Yadav,2,RG Sharma,140,V Kohli,77
NA, Cardiff,League-Match,AFG,SA,125.0,0.0,131.0,1.0,Imran Tahir,2019,England,played,South Africa,Imran Tahir,4,CH Morris,3,Q de Kock,68,HM Amla,41
2019-07-11, Birmingham,League-Match,AUS,ENG,223.0,0.0,226.0,2.0,Chris Woakes,2019,England,played,England,CR Woakes,3,AU Rashid,3,JJ Roy,85,SPD Smith,85
2019-05-30, The Oval,League-Match,ENG,SA,311.0,8.0,207.0,0.0,Ben Stokes,2019,England,played,England,JC Archer,3,L Ngidi,3,BA Stokes,89,Q de Kock,68
2019-06-12, Taunton,League-Match,AUS,PAK,307.0,0.0,266.0,0.0,David Warner,2019,England,played,Australia,Mohammad Amir,5,PJ Cummins,3,DA Warner,107,AJ Finch,82
2019-07-05, Lord's,League-Match,PAK,BAN,315.0,9.0,221.0,0.0,Shaheen Shah Afridi,2019,England,played,Pakistan,Shaheen Shah Afridi,6,Mustafizur Rahman,5,Imam-ul-Haq,100,Babar Azam,96
2019-07-04, Leeds,League-Match,WI,AFG,311.0,6.0,288.0,0.0,Shai Hope,2019,England,played,West Indies,CR Brathwaite,4,KAJ Roach,3,Ikram Alikhil,86,SD Hope,77
2019-06-30, Birmingham,League-Match,ENG,IND,337.0,7.0,306.0,5.0,Jonny Bairstow,2019,England,played,England,Mohammed Shami,5,LE Plunkett,3,JM Bairstow,111,RG Sharma,102
2019-07-06, Leeds,League-Match,SL,IND,264.0,7.0,265.0,3.0,Rohit Sharma,2019,England,played,India,JJ Bumrah,3,RA Jadeja,1,AD Mathews,113,KL Rahul,111
NA, The Oval,League-Match,BAN,NZ,244.0,0.0,248.0,8.0,Ross Taylor,2019,England,played,New Zealand,MJ Henry,4,Mosaddek Hossain,2,LRPL Taylor,82,Shakib Al Hasan,64
2019-07-14, Lord's,Final,NZ,ENG,241.0,8.0,241.0,0.0,Ben Stokes,2019,England,played,NA,CR Woakes,3,LE Plunkett,3,BA Stokes,84,JC Buttler,59
2019-06-26, Birmingham,League-Match,NZ,PAK,237.0,6.0,241.0,4.0,Babar Azam,2019,England,played,Pakistan,Shaheen Shah Afridi,3,Shadab Khan,1,Babar Azam,101,JDS Neesham,97
2019-06-27, Manchester,League-Match,IND,WI,268.0,7.0,143.0,0.0,Virat Kohli,2019,England,played,India,Mohammed Shami,4,KAJ Roach,3,V Kohli,72,MS Dhoni,56
2019-06-17, Taunton,League-Match,WI,BAN,321.0,8.0,322.0,3.0,Shakib Al Hasan,2019,England,played,Bangladesh,Mustafizur Rahman,3,Mohammad Saifuddin,3,Shakib Al Hasan,124,SD Hope,96
NA, Manchester,League-Match,SA,AUS,325.0,6.0,315.0,0.0,Faf du Plessis,2019,England,played,South Africa,K Rabada,3,D Pretorius,2,DA Warner,122,F du Plessis,100
2019-06-28, Chester-le-Street,League-Match,SL,SA,203.0,0.0,206.0,1.0,Dwaine Pretorius,2019,England,played,South Africa,D Pretorius,3,CH Morris,3,F du Plessis,96,HM Amla,80
NA, Lord's,League-Match,AUS,NZ,243.0,9.0,157.0,0.0,Alex Carey,2019,England,played,Australia,MA Starc,5,TA Boult,4,UT Khawaja,88,AT Carey,71
2019-06-01, Cardiff,League-Match,SL,NZ,136.0,0.0,137.0,0.0,Matt Henry,2019,England,played,New Zealand,LH Ferguson,3,MJ Henry,3,MJ Guptill,73,C Munro,58
2019-06-25, Lord's,League-Match,AUS,ENG,285.0,7.0,221.0,0.0,Aaron Finch,2019,England,played,Australia,JP Behrendorff,5,MA Starc,4,AJ Finch,100,BA Stokes,89
2019-06-06, Nottingham,League-Match,AUS,WI,288.0,0.0,273.0,9.0,Nathan Coulter-Nile,2019,England,played,Australia,MA Starc,5,CR Brathwaite,3,NM Coulter-Nile,92,SPD Smith,73
2019-06-11, Bristol,League-Match,Bangladesh,Sri Lanka,NA,NA,NA,NA,NA,2019,England,played,NA,NA,0,NA,0,NA,0,NA,0
2019-07-09, Manchester,League-Match,NZ,IND,239.0,8.0,221.0,0.0,Matt Henry,2019,England,played,New Zealand,MJ Henry,3,B Kumar,3,RA Jadeja,77,LRPL Taylor,74
2019-06-09, The Oval,League-Match,IND,AUS,352.0,5.0,316.0,0.0,Shikhar Dhawan,2019,England,played,India,B Kumar,3,JJ Bumrah,3,S Dhawan,117,V Kohli,82
2019-06-20, Nottingham,League-Match,AUS,BAN,381.0,5.0,333.0,8.0,David Warner,2019,England,played,Australia,Soumya Sarkar,3,MA Starc,2,DA Warner,166,Mushfiqur Rahim,102
2019-06-19, Birmingham,League-Match,SA,NZ,241.0,6.0,245.0,6.0,Kane Williamson,2019,England,played,New Zealand,CH Morris,3,LH Ferguson,3,KS Williamson,106,HE van der Dussen,67
NA, Bristol,League-Match,AFG,AUS,207.0,0.0,209.0,3.0,David Warner,2019,England,played,Australia,PJ Cummins,3,A Zampa,3,DA Warner,89,AJ Finch,66
2019-06-29, Leeds,League-Match,AFG,PAK,227.0,9.0,230.0,7.0,Imad Wasim,2019,England,played,Pakistan,Shaheen Shah Afridi,4,Mohammad Nabi,2,Imad Wasim,49,Babar Azam,45
2019-07-01, Chester-le-Street,League-Match,SL,WI,338.0,6.0,315.0,9.0,Avishka Fernando,2019,England,played,Sri Lanka,SL Malinga,3,JO Holder,2,N Pooran,118,WIA Fernando,104
2019-06-23, Lord's,League-Match,PAK,SA,308.0,7.0,259.0,9.0,Haris Sohail,2019,England,played,Pakistan,Wahab Riaz,3,Shadab Khan,3,Haris Sohail,89,Babar Azam,69
2019-06-21, Leeds,League-Match,SL,ENG,232.0,9.0,212.0,0.0,Lasith Malinga,2019,England,played,Sri Lanka,SL Malinga,4,DM de Silva,3,AD Mathews,85,BA Stokes,82
2019-06-10, Southampton,League-Match,SA,WI,29.0,2.0,NA,NA,NA,2019,England,abandoned,NA,SS Cottrell,2,O Thomas,0,Q de Kock,17,HM Amla,6
NA, Manchester,League-Match,NZ,WI,291.0,8.0,286.0,0.0,Kane Williamson,2019,England,played,New Zealand,TA Boult,4,SS Cottrell,4,KS Williamson,148,CR Brathwaite,101
2019-07-02, Birmingham,League-Match,IND,BAN,314.0,9.0,286.0,0.0,Rohit Sharma,2019,England,played,India,Mustafizur Rahman,5,JJ Bumrah,4,RG Sharma,104,KL Rahul,77
2019-05-31, Nottingham,League-Match,PAK,WI,105.0,0.0,108.0,3.0,Oshane Thomas,2019,England,played,West Indies,O Thomas,4,Mohammad Amir,3,CH Gayle,50,N Pooran,34
2023-10-05, Ahmedabad,League-Match,ENG,NZ,282.0,9.0,283.0,1.0,Rachin Ravindra,2023,India,played,New Zealand,MJ Henry,3,MJ Santner,2,DP Conway,152,R Ravindra,123
2023-11-04, Bengaluru,League-Match,NZ,PAK,401.0,6.0,200.0,1.0,Fakhar Zaman,2023,India,played,Pakistan,Mohammad Wasim,3,TG Southee,1,Fakhar Zaman,126,R Ravindra,108
2023-10-22, Dharamsala,League-Match,NZ,IND,273.0,0.0,274.0,6.0,Mohammed Shami,2023,India,played,India,Mohammed Shami,5,Kuldeep Yadav,2,DJ Mitchell,130,V Kohli,95
2023-10-17, Dharamsala,League-Match,NED,SA,245.0,8.0,207.0,0.0,Scott Edwards,2023,India,played,Netherlands,LV van Beek,3,M Jansen,2,SA Edwards,78,DA Miller,43
2023-10-25, Delhi,League-Match,AUS,NED,399.0,8.0,90.0,0.0,Glenn Maxwell,2023,India,played,Australia,A Zampa,4,LV van Beek,4,GJ Maxwell,106,DA Warner,104
2023-11-06, Delhi,League-Match,SL,BAN,279.0,0.0,282.0,7.0,Shakib Al Hasan,2023,India,played,Bangladesh,D Madushanka,3,Tanzim Hasan Sakib,3,KIC Asalanka,108,Najmul Hossain Shanto,90
2023-11-16, Eden Gardens,Semi-Final,SA,AUS,212.0,0.0,215.0,7.0,Travis Head,2023,India,played,NA,MA Starc,3,PJ Cummins,3,DA Miller,101,TM Head,62
2023-10-30, Pune,League-Match,SL,AFG,241.0,0.0,242.0,3.0,Fazalhaq Farooqi,2023,India,played,Afghanistan,Fazalhaq Farooqi,4,Mujeeb Ur Rahman,2,Azmatullah Omarzai,73,Rahmat Shah,62
2023-11-11, Pune,League-Match,BAN,AUS,306.0,8.0,307.0,2.0,Mitchell Marsh,2023,India,played,Australia,A Zampa,2,SA Abbott,2,MR Marsh,177,Towhid Hridoy,74
2023-11-05, Eden Gardens,League-Match,IND,SA,326.0,5.0,83.0,0.0,Virat Kohli,2023,India,played,India,RA Jadeja,5,Kuldeep Yadav,2,V Kohli,101,SS Iyer,77
NA, Eden Gardens,League-Match,ENG,PAK,337.0,9.0,244.0,0.0,David Willey,2023,India,played,England,DJ Willey,3,Haris Rauf,3,BA Stokes,84,JE Root,60
2023-11-10, Ahmedabad,League-Match,AFG,SA,244.0,0.0,247.0,5.0,Rassie van der Dussen,2023,India,played,South Africa,G Coetzee,4,KA Maharaj,2,Azmatullah Omarzai,97,HE van der Dussen,76
