date,venue,match_category,team_1,team_2,team_1_runs,team_1_wickets,team_2_runs,team_2_wickets,pom,world_cup_year,host_country,match_status,winning_team,bowler_one,bowler_one_wicket,bowler_two,bowler_two_wicket,batter_one,batter_one_score,batter_two,batter_two_score
NA, Taunton,League-Match,IND,SL,373.0,6.0,216.0,0.0,Sourav Ganguly,1999,England,played,India,NA,0,NA,0,NA,0,NA,0
1999-05-31, Northampton,League-Match,BAN,PAK,223.0,9.0,161.0,0.0,Khaled Mahmud,1999,England,played,Bangladesh,NA,0,NA,0,NA,0,NA,0
1999-05-14, Lord's,League-Match,SL,ENG,204.0,0.0,207.0,2.0,Alec Stewart,1999,England,played,England,NA,0,NA,0,NA,0,NA,0
1999-05-22, The Oval,League-Match,SA,ENG,225.0,7.0,103.0,0.0,Lance Klusener,1999,England,played,South Africa,NA,0,NA,0,NA,0,NA,0
1999-05-21, Dublin,League-Match,BAN,WI,182.0,0.0,183.0,3.0,Courtney Walsh,1999,England,played,West Indies,NA,0,NA,0,NA,0,NA,0
1999-05-24, Edinburgh,League-Match,BAN,SCOT,185.0,9.0,163.0,0.0,Minhajul Abedin,1999,England,played,Bangladesh,NA,0,NA,0,NA,0,NA,0
1999-05-25, Nottingham,League-Match,ZIM,ENG,167.0,8.0,168.0,3.0,Alan Mullally,1999,England,played,England,NA,0,NA,0,NA,0,NA,0
NA, Leicester,League-Match,SCOT,WI,68.0,0.0,70.0,2.0,Courtney Walsh,1999,England,played,West Indies,NA,0,NA,0,NA,0,NA,0
1999-05-19, Leicester,League-Match,ZIM,IND,252.0,9.0,249.0,0.0,Grant Flower,1999,England,played,Zimbabwe,NA,0,NA,0,NA,0,NA,0
NA, Taunton,League-Match,KENYA,ZIM,229.0,7.0,231.0,5.0,Neil Johnson,1999,England,played,Zimbabwe,NA,0,NA,0,NA,0,NA,0
NA, Worcester,League-Match,ZIM,SL,197.0,9.0,198.0,6.0,Marvan Atapattu,1999,England,played,Sri Lanka,NA,0,NA,0,NA,0,NA,0
1999-05-18, Canterbury,League-Match,KENYA,ENG,203.0,0.0,204.0,1.0,Steve Tikolo,1999,England,played,England,NA,0,NA,0,NA,0,NA,0
NA, Gqeberha,League-Match,ENG,NAM,272.0,0.0,217.0,9.0,Jan-Berrie Burger,2003,South Africa,played,England,NA,0,NA,0,NA,0,NA,0
2003-02-19, Harare,League-Match,IND,ZIM,255.0,7.0,172.0,0.0,Sachin Tendulkar,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
2003-03-14, Centurion,League-Match,NZ,IND,146.0,0.0,150.0,3.0,Zaheer Khan,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
2003-02-20, Potchefstroom,League-Match,AUS,NED,170.0,2.0,122.0,0.0,Damien Martyn,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
2003-03-23, Johannesburg,Final,AUS,IND,359.0,2.0,234.0,0.0,Ricky Ponting,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
2003-03-04, Bulawayo,League-Match,PAK,ZIM,73.0,3.0,NA,NA,NA,2003,South Africa,abandoned,NA,NA,0,NA,0,NA,0,NA,0
NA, Kimberley,League-Match,PAK,NAM,255.0,9.0,84.0,0.0,Wasim Akram,2003,South Africa,played,Pakistan,NA,0,NA,0,NA,0,NA,0
NA, Durban,League-Match,KENYA,AUS,174.0,8.0,178.0,5.0,Aasif Karim,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
2003-03-20, Durban,Semi-Final,IND,KENYA,270.0,4.0,179.0,0.0,Sourav Ganguly,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
NA, Durban,League-Match,SL,SA,268.0,9.0,229.0,6.0,Marvan Atapattu,2003,South Africa,played,NA,NA,0,NA,0,NA,0,NA,0
NA, Cape Town,League-Match,ENG,PAK,246.0,8.0,134.0,0.0,James Anderson,2003,South Africa,played,England,NA,0,NA,0,NA,0,NA,0
2003-02-10, Harare,League-Match,ZIM,NAM,340.0,2.0,104.0,5.0,Craig Wishart,2003,South Africa,played,Zimbabwe,NA,0,NA,0,NA,0,NA,0
NA, Cape Town,League-Match,CAN,KENYA,197.0,0.0,198.0,6.0,Thomas Odoyo,2003,South Africa,played,Kenya,NA,0,NA,0,NA,0,NA,0
2003-02-27, Potchefstroom,League-Match,AUS,NAM,301.0,6.0,45.0,0.0,Glenn McGrath,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
NA, Bulawayo,League-Match,ZIM,AUS,246.0,9.0,248.0,3.0,Andy Blignaut,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
NA, Durban,League-Match,IND,ENG,250.0,9.0,168.0,0.0,Ashish Nehra,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
2003-02-26, Kimberley,League-Match,BAN,NZ,198.0,7.0,199.0,3.0,Craig McMillan,2003,South Africa,played,New Zealand,NA,0,NA,0,NA,0,NA,0
NA, Centurion,League-Match,PAK,IND,273.0,7.0,276.0,4.0,Sachin Tendulkar,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
NA, Bloemfontein,League-Match,NED,NAM,314.0,4.0,250.0,0.0,Feiko Kloppenburg,2003,South Africa,played,Netherlands,NA,0,NA,0,NA,0,NA,0
NA, East London,League-Match,SA,CAN,254.0,8.0,136.0,5.0,Boeta Dippenaar,2003,South Africa,played,South Africa,NA,0,NA,0,NA,0,NA,0
2003-02-18, Benoni,League-Match,WI,BAN,244.0,9.0,32.0,2.0,NA,2003,South Africa,abandoned,NA,NA,0,NA,0,NA,0,NA,0
2003-02-25, Paarl,League-Match,PAK,NED,253.0,9.0,156.0,0.0,Mohammad Yousuf,2003,South Africa,played,Pakistan,NA,0,NA,0,NA,0,NA,0
2003-03-10, Johannesburg,League-Match,IND,SL,292.0,6.0,109.0,0.0,Javagal Srinath,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
2003-02-21, Nairobi (Gym),League-Match,KENYA,NZ,NA,NA,NA,NA,NA,2003,South Africa,played,Kenya,NA,0,NA,0,NA,0,NA,0
2003-02-14, Pietermaritzburg,League-Match,BAN,SL,124.0,0.0,126.0,0.0,Chaminda Vaas,2003,South Africa,played,Sri Lanka,NA,0,NA,0,NA,0,NA,0
NA, Johannesburg,League-Match,SA,NZ,306.0,6.0,229.0,1.0,Stephen Fleming,2003,South Africa,played,New Zealand,NA,0,NA,0,NA,0,NA,0
2003-02-24, Nairobi (Gym),League-Match,KENYA,SL,210.0,9.0,157.0,0.0,Collins Obuya,2003,South Africa,played,Kenya,NA,0,NA,0,NA,0,NA,0
2003-02-22, Bloemfontein,League-Match,BAN,SA,108.0,0.0,109.0,0.0,Makhaya Ntini,2003,South Africa,played,South Africa,NA,0,NA,0,NA,0,NA,0
2003-03-07, Centurion,League-Match,AUS,SL,319.0,5.0,223.0,0.0,Ricky Ponting,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
2003-02-15, Centurion,League-Match,IND,AUS,125.0,0.0,128.0,1.0,Jason Gillespie,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
NA, Cape Town,League-Match,SL,WI,228.0,6.0,222.0,9.0,Chaminda Vaas,2003,South Africa,played,Sri Lanka,NA,0,NA,0,NA,0,NA,0
2003-03-12, Bloemfontein,League-Match,ZIM,KENYA,133.0,0.0,135.0,3.0,Martin Suji,2003,South Africa,played,Kenya,NA,0,NA,0,NA,0,NA,0
2003-02-16, East London,League-Match,NED,ENG,142.0,9.0,144.0,4.0,James Anderson,2003,South Africa,played,England,NA,0,NA,0,NA,0,NA,0
2003-03-18, Gqeberha,Semi-Final,AUS,SL,212.0,7.0,123.0,7.0,Andrew Symonds,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
2003-02-21, Nairobi (Gym),League-Match,KENYA,NZ,NA,NA,NA,NA,NA,2003,South Africa,played,Kenya,NA,0,NA,0,NA,0,NA,0
2003-03-12, Bloemfontein,League-Match,ZIM,KENYA,133.0,0.0,135.0,3.0,Martin Suji,2003,South Africa,played,Kenya,NA,0,NA,0,NA,0,NA,0
2003-02-09, Cape Town,League-Match,WI,SA,278.0,5.0,275.0,9.0,Brian Lara,2003,South Africa,played,West Indies,NA,0,NA,0,NA,0,NA,0
NA, Cape Town,League-Match,KENYA,IND,225.0,6.0,226.0,4.0,Sourav Ganguly,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
2003-03-11, Gqeberha,League-Match,AUS,NZ,208.0,9.0,112.0,0.0,Shane Bond,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
NA, Gqeberha,League-Match,NZ,WI,241.0,7.0,221.0,0.0,Andre Adams,2003,South Africa,played,New Zealand,NA,0,NA,0,NA,0,NA,0
NA, Paarl,League-Match,IND,NED,204.0,0.0,136.0,0.0,Tim de Leede,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
2003-03-03, Benoni,League-Match,CAN,NZ,196.0,0.0,197.0,5.0,John Davison,2003,South Africa,played,New Zealand,NA,0,NA,0,NA,0,NA,0
NA, Durban,League-Match,CAN,BAN,180.0,0.0,120.0,0.0,Austin Codrington,2003,South Africa,played,Canada,NA,0,NA,0,NA,0,NA,0
2003-02-12, Potchefstroom,League-Match,KENYA,SA,140.0,0.0,142.0,0.0,Lance Klusener,2003,South Africa,played,South Africa,NA,0,NA,0,NA,0,NA,0
NA, Pietermaritzburg,League-Match,IND,NAM,311.0,2.0,130.0,0.0,Sachin Tendulkar,2003,South Africa,played,India,NA,0,NA,0,NA,0,NA,0
2003-03-15, East London,League-Match,SL,ZIM,256.0,5.0,182.0,0.0,Marvan Atapattu,2003,South Africa,played,Sri Lanka,NA,0,NA,0,NA,0,NA,0
2003-02-13, Harare,League-Match,ZIM,ENG,NA,NA,NA,NA,NA,2003,South Africa,played,Zimbabwe,NA,0,NA,0,NA,0,NA,0
2003-03-02, Gqeberha,League-Match,ENG,AUS,204.0,8.0,208.0,8.0,Andy Bichel,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
2003-02-28, Bulawayo,League-Match,ZIM,NED,301.0,8.0,202.0,9.0,Heath Streak,2003,South Africa,played,Zimbabwe,NA,0,NA,0,NA,0,NA,0
2003-03-01, Johannesburg,League-Match,KENYA,BAN,217.0,7.0,185.0,0.0,Maurice Odumbe,2003,South Africa,played,Kenya,NA,0,NA,0,NA,0,NA,0
2003-02-23, Centurion,League-Match,CAN,WI,202.0,0.0,206.0,3.0,John Davison,2003,South Africa,played,West Indies,NA,0,NA,0,NA,0,NA,0
NA, Bloemfontein,League-Match,SL,NZ,272.0,7.0,225.0,0.0,Sanath Jayasuriya,2003,South Africa,played,Sri Lanka,NA,0,NA,0,NA,0,NA,0
2003-02-11, Johannesburg,League-Match,AUS,PAK,310.0,8.0,228.0,0.0,Andrew Symonds,2003,South Africa,played,Australia,NA,0,NA,0,NA,0,NA,0
2003-03-08, Bloemfontein,League-Match,ZIM,NZ,252.0,7.0,253.0,4.0,Nathan Astle,2003,South Africa,played,New Zealand,NA,0,NA,0,NA,0,NA,0
NA, Paarl,League-Match,CAN,SL,36.0,0.0,37.0,1.0,Prabath Nissanka,2003,South Africa,played,Sri Lanka,NA,0,NA,0,NA,0,NA,0
NA, Kimberley,League-Match,WI,KENYA,246.0,7.0,104.0,0.0,Vasbert Drakes,2003,South Africa,played,West Indies,NA,0,NA,0,NA,0,NA,0
2007-03-31, North Sound,League-Match,BAN,AUS,104.0,6.0,106.0,0.0,Glenn McGrath,2007,West Indies,played,Australia,GD McGrath,3,NW Bracken,2,AC Gilchrist,59,ML Hayden,47
NA, Kingston,League-Match,PAK,ZIM,349.0,0.0,99.0,0.0,Imran Nazir,2007,West Indies,played,Pakistan,Shahid Afridi,3,GB Brent,3,Imran Nazir,160,Inzamam-ul-Haq,37
2007-04-19, Bridgetown,League-Match,WI,BAN,230.0,5.0,131.0,0.0,Ramnaresh Sarwan,2007,West Indies,played,NA,DBL Powell,3,CD Collymore,2,RR Sarwan,91,S Chanderpaul,50
2007-04-24, Kingston,Semi-Final,SL,NZ,289.0,5.0,208.0,0.0,Mahela Jayawardene,2007,West Indies,played,Sri Lanka,M Muralidaran,4,TM Dilshan,2,DPMD Jayawardene,115,WU Tharanga,73
2007-03-28, Providence,League-Match,SL,SA,209.0,0.0,212.0,9.0,Charl Langeveldt,2007,West Indies,played,South Africa,CK Langeveldt,5,SL Malinga,4,JH Kallis,86,GC Smith,59
NA, Kingston,League-Match,IRE,WI,183.0,8.0,190.0,2.0,Shivnarine Chanderpaul,2007,West Indies,played,West Indies,CH Gayle,2,DBL Powell,2,S Chanderpaul,102,JP Bray,41
2007-04-18, St George's,League-Match,IRE,SL,77.0,0.0,81.0,2.0,Farveez Maharoof,2007,West Indies,played,Sri Lanka,MF Maharoof,4,M Muralidaran,4,DPMD Jayawardene,39,ST Jayasuriya,24
2007-04-20, St George's,League-Match,AUS,NZ,348.0,6.0,133.0,0.0,Matthew Hayden,2007,West Indies,played,NA,GB Hogg,4,SW Tait,3,ML Hayden,103,RT Ponting,66
2007-03-20, Basseterre,League-Match,SCOT,SA,186.0,8.0,188.0,3.0,Graeme Smith,2007,West Indies,played,South Africa,AJ Hall,3,CK Langeveldt,2,GC Smith,91,AB de Villiers,62
2007-03-14, Basseterre,League-Match,AUS,SCOT,334.0,6.0,131.0,0.0,Ricky Ponting,2007,West Indies,played,Australia,GD McGrath,3,SW Tait,2,RT Ponting,113,ML Hayden,60
NA, Gros Islet,League-Match,ENG,NZ,209.0,7.0,210.0,4.0,Scott Styris,2007,West Indies,played,New Zealand,SE Bond,2,SB Styris,2,SB Styris,87,JDP Oram,63
2007-04-09, Providence,League-Match,NZ,IRE,263.0,8.0,134.0,0.0,Peter Fulton,2007,West Indies,played,New Zealand,DL Vettori,4,WK McCallan,2,PG Fulton,83,"""KJ OBrien",49
2007-04-17, Bridgetown,League-Match,ENG,SA,154.0,0.0,157.0,1.0,Andrew Hall,2007,West Indies,played,South Africa,AJ Hall,5,A Nel,3,GC Smith,89,AJ Strauss,46
2007-04-28, Bridgetown,Final,AUS,SL,281.0,4.0,215.0,8.0,Adam Gilchrist,2007,West Indies,played,Australia,SL Malinga,2,MJ Clarke,2,AC Gilchrist,149,ST Jayasuriya,63
NA, Kingston,League-Match,IRE,ZIM,221.0,9.0,221.0,0.0,Jeremy Bray,2007,West Indies,played,NA,E Chigumbura,2,GB Brent,2,JP Bray,115,S Matsikenyeri,73
2007-03-25, Port of Spain,League-Match,BER,BAN,94.0,9.0,96.0,3.0,Mohammad Ashraful,2007,West Indies,played,Bangladesh,S Mukuddem,3,Abdur Razzak,3,Mohammad Ashraful,29,Shakib Al Hasan,26
2007-03-23, Port of Spain,League-Match,SL,IND,254.0,6.0,185.0,0.0,Muthiah Muralidaran,2007,West Indies,played,Sri Lanka,M Muralidaran,3,WPUJC Vaas,2,WU Tharanga,64,R Dravid,60
2007-03-21, Port of Spain,League-Match,SL,BAN,318.0,4.0,112.0,0.0,Sanath Jayasuriya,2007,West Indies,played,Sri Lanka,SL Malinga,3,WPUJC Vaas,1,ST Jayasuriya,109,KC Sangakkara,56
2007-03-27, North Sound,League-Match,AUS,WI,322.0,6.0,219.0,0.0,Matthew Hayden,2007,West Indies,played,Australia,GD McGrath,3,GB Hogg,3,ML Hayden,158,BC Lara,77
2007-03-24, Basseterre,League-Match,AUS,SA,377.0,6.0,294.0,0.0,Matthew Hayden,2007,West Indies,played,Australia,GB Hogg,3,NW Bracken,2,ML Hayden,101,AB de Villiers,92
2007-04-01, Providence,League-Match,SL,WI,303.0,5.0,190.0,0.0,Sanath Jayasuriya,2007,West Indies,played,Sri Lanka,ST Jayasuriya,3,WPUJC Vaas,2,ST Jayasuriya,115,DPMD Jayawardene,82
2007-03-13, Kingston,League-Match,WI,PAK,241.0,9.0,187.0,0.0,Dwayne Smith,2007,West Indies,played,West Indies,DR Smith,3,Iftikhar Anjum,3,MN Samuels,63,Shoaib Malik,62
2007-03-30, Providence,League-Match,ENG,IRE,266.0,7.0,218.0,0.0,Paul Collingwood,2007,West Indies,played,England,A Flintoff,4,MS Panesar,2,PD Collingwood,90,"""NJ OBrien",63
2007-03-15, Port of Spain,League-Match,SL,BER,321.0,6.0,78.0,0.0,Mahela Jayawardene,2007,West Indies,played,Sri Lanka,MF Maharoof,4,SL Malinga,3,DPMD Jayawardene,85,KC Sangakkara,76
NA, Gros Islet,League-Match,KENYA,ENG,177.0,0.0,178.0,3.0,Ed Joyce,2007,West Indies,played,England,JM Anderson,2,A Flintoff,2,SO Tikolo,76,EC Joyce,75
2007-04-25, Gros Islet,Semi-Final,SA,AUS,149.0,0.0,153.0,3.0,Glenn McGrath,2007,West Indies,played,Australia,SW Tait,4,GD McGrath,3,MJ Clarke,60,JM Kemp,49
2007-03-16, Basseterre,League-Match,SA,NED,353.0,3.0,132.0,9.0,Herschelle Gibbs,2007,West Indies,played,South Africa,JM Kemp,2,SM Pollock,1,JH Kallis,128,MV Boucher,75
NA, Gros Islet,League-Match,ENG,CAN,279.0,6.0,228.0,7.0,Paul Collingwood,2007,West Indies,played,England,S Dhaniram,3,RS Bopara,2,EC Joyce,66,PD Collingwood,62
NA, Gros Islet,League-Match,NZ,CAN,363.0,5.0,249.0,0.0,Lou Vincent,2007,West Indies,played,New Zealand,JS Patel,3,DL Vettori,3,L Vincent,101,SP Fleming,66
2007-04-08, North Sound,League-Match,ENG,AUS,247.0,0.0,248.0,3.0,Shaun Tait,2007,West Indies,played,Australia,NW Bracken,3,SW Tait,3,KP Pietersen,104,RT Ponting,86
NA, Gros Islet,League-Match,NZ,KENYA,331.0,7.0,183.0,0.0,Ross Taylor,2007,West Indies,played,New Zealand,JEC Franklin,2,MJ Mason,2,LRPL Taylor,85,CD McMillan,71
NA, Kingston,League-Match,ZIM,WI,202.0,5.0,204.0,4.0,Sean Williams,2007,West Indies,played,West Indies,JE Taylor,2,DBL Powell,1,SC Williams,70,BRM Taylor,50
2007-04-03, Providence,League-Match,IRE,SA,152.0,8.0,165.0,3.0,Jacques Kallis,2007,West Indies,played,South Africa,CK Langeveldt,3,SM Pollock,2,JH Kallis,66,AG Prince,47
2007-04-02, North Sound,League-Match,BAN,NZ,174.0,0.0,178.0,1.0,Shane Bond,2007,West Indies,played,New Zealand,SB Styris,4,JDP Oram,3,SP Fleming,102,HJH Marshall,50
2007-04-14, St George's,League-Match,SA,NZ,193.0,7.0,196.0,5.0,Craig McMillan,2007,West Indies,played,New Zealand,CD McMillan,3,SE Bond,2,HH Gibbs,60,SB Styris,56
2007-04-07, Providence,League-Match,BAN,SA,251.0,8.0,184.0,0.0,Mohammad Ashraful,2007,West Indies,played,Bangladesh,A Nel,5,Abdur Razzak,3,Mohammad Ashraful,87,HH Gibbs,56
2007-03-28, Providence,League-Match,SL,SA,209.0,0.0,212.0,9.0,Charl Langeveldt,2007,West Indies,played,South Africa,CK Langeveldt,5,SL Malinga,4,JH Kallis,86,GC Smith,59
2007-03-18, Basseterre,League-Match,AUS,NED,358.0,5.0,129.0,0.0,Brad Hodge,2007,West Indies,played,Australia,GB Hogg,4,TBM de Leede,2,BJ Hodge,123,MJ Clarke,93
2007-04-10, St George's,League-Match,SA,WI,356.0,4.0,289.0,9.0,AB de Villiers,2007,West Indies,played,South Africa,CD Collymore,2,SM Pollock,2,AB de Villiers,146,RR Sarwan,92
2007-03-17, Port of Spain,League-Match,IND,BAN,191.0,0.0,192.0,5.0,Mashrafe Mortaza,2007,West Indies,played,Bangladesh,Mashrafe Mortaza,4,Mohammad Rafique,3,SC Ganguly,66,Mushfiqur Rahim,56
2007-03-22, Basseterre,League-Match,SCOT,NED,136.0,0.0,140.0,2.0,Billy Stelling,2007,West Indies,played,Netherlands,WF Stelling,3,Mohammad Kashif,2,RN ten Doeschate,70,B Zuiderent,43
NA, Gros Islet,League-Match,CAN,KENYA,199.0,0.0,203.0,3.0,Steve Tikolo,2007,West Indies,played,Kenya,NA,0,NA,0,NA,0,NA,0
2007-03-29, North Sound,League-Match,WI,NZ,177.0,0.0,179.0,3.0,Jacob Oram,2007,West Indies,played,New Zealand,JDP Oram,3,SE Bond,3,SB Styris,80,SP Fleming,45
NA, Kingston,League-Match,PAK,IRE,132.0,0.0,133.0,7.0,Niall O'Brien,2007,West Indies,played,Ireland,Mohammad Sami,3,WB Rankin,3,"""NJ OBrien",72,Kamran Akmal,27
2007-04-04, North Sound,League-Match,SL,ENG,235.0,0.0,233.0,8.0,Ravi Bopara,2007,West Indies,played,Sri Lanka,SI Mahmood,4,A Flintoff,3,WU Tharanga,62,KP Pietersen,58
2007-04-12, St George's,League-Match,NZ,SL,219.0,7.0,222.0,4.0,Chaminda Vaas,2007,West Indies,played,Sri Lanka,M Muralidaran,3,WPUJC Vaas,3,SB Styris,111,KC Sangakkara,69
2007-03-16, Basseterre,League-Match,SA,NED,353.0,3.0,132.0,9.0,Herschelle Gibbs,2007,West Indies,played,South Africa,JM Kemp,2,SM Pollock,1,JH Kallis,128,MV Boucher,75
2007-04-11, Bridgetown,League-Match,BAN,ENG,143.0,0.0,147.0,6.0,Sajid Mahmood,2007,West Indies,played,England,SI Mahmood,3,MS Panesar,3,Shakib Al Hasan,57,MP Vaughan,30
2007-04-16, St George's,League-Match,SL,AUS,226.0,0.0,232.0,3.0,Nathan Bracken,2007,West Indies,played,Australia,NW Bracken,4,GB Hogg,2,DPMD Jayawardene,72,RT Ponting,66
2007-04-21, Bridgetown,League-Match,WI,ENG,300.0,0.0,301.0,9.0,Kevin Pietersen,2007,West Indies,played,England,MP Vaughan,3,DJ Bravo,2,KP Pietersen,100,CH Gayle,79
2007-03-19, Port of Spain,League-Match,IND,BER,413.0,5.0,156.0,0.0,Virender Sehwag,2007,West Indies,played,India,AB Agarkar,3,A Kumble,3,V Sehwag,114,SC Ganguly,89
2007-04-15, Bridgetown,League-Match,IRE,BAN,243.0,7.0,169.0,0.0,William Porterfield,2007,West Indies,played,Ireland,D Langford-Smith,2,WK McCallan,2,WTS Porterfield,85,"""KJ OBrien",48
2007-04-13, Bridgetown,League-Match,IRE,AUS,91.0,0.0,92.0,1.0,Glenn McGrath,2007,West Indies,played,Australia,GD McGrath,3,SW Tait,3,AC Gilchrist,34,MEK Hussey,30
2011-02-21, Ahmedabad,League-Match,AUS,ZIM,262.0,6.0,171.0,0.0,Shane Watson,2011,India,played,Australia,MG Johnson,4,JJ Krejza,2,SR Watson,79,MJ Clarke,58
2011-04-02, Wankhede,Final,SL,IND,274.0,6.0,277.0,4.0,MS Dhoni,2011,India,played,India,SL Malinga,2,Yuvraj Singh,2,DPMD Jayawardene,103,G Gambhir,97
2011-03-12, Nagpur,League-Match,IND,SA,296.0,0.0,300.0,7.0,Dale Steyn,2011,India,played,South Africa,DW Steyn,5,Harbhajan Singh,3,SR Tendulkar,111,V Sehwag,73
2011-03-20, Eden Gardens,League-Match,ZIM,KENYA,308.0,6.0,147.0,0.0,Craig Ervine,2011,India,played,Zimbabwe,RW Price,2,GA Lamb,2,CR Ervine,66,V Sibanda,61
2011-03-17, Chennai,League-Match,ENG,WI,243.0,0.0,225.0,0.0,James Tredwell,2011,India,played,England,JC Tredwell,4,AD Russell,4,AD Russell,49,IJL Trott,47
2011-02-20, Chennai,League-Match,KENYA,NZ,69.0,0.0,72.0,0.0,Hamish Bennett,2011,India,played,New Zealand,HK Bennett,4,JDP Oram,3,MJ Guptill,39,BB McCullum,26
2011-03-23, Mirpur,Final,WI,PAK,112.0,0.0,113.0,0.0,Mohammad Hafeez,2011,Bangladesh,played,Pakistan,Shahid Afridi,4,Mohammad Hafeez,2,Mohammad Hafeez,61,Kamran Akmal,47
2011-03-01, Colombo (RPS),League-Match,KENYA,SL,142.0,0.0,146.0,1.0,Lasith Malinga,2011,Sri Lanka,played,Sri Lanka,SL Malinga,6,KMDN Kulasekara,1,WU Tharanga,67,CO Obuya,52
2011-03-18, Eden Gardens,League-Match,NED,IRE,306.0,0.0,307.0,4.0,Paul Stirling,2011,India,played,Ireland,TLW Cooper,2,PR Stirling,2,RN ten Doeschate,106,PR Stirling,101
NA, Colombo (RPS),League-Match,PAK,CAN,184.0,0.0,138.0,0.0,Shahid Afridi,2011,Sri Lanka,played,Pakistan,Shahid Afridi,5,HS Baidwan,3,Umar Akmal,48,AS Hansra,43
2011-02-19, Mirpur,League-Match,IND,BAN,370.0,4.0,283.0,9.0,Virender Sehwag,2011,Bangladesh,played,India,MM Patel,4,Z Khan,2,V Sehwag,175,V Kohli,100
NA, Delhi,League-Match,WI,NED,330.0,8.0,115.0,0.0,Kemar Roach,2011,India,played,West Indies,KAJ Roach,6,SJ Benn,3,CH Gayle,80,KA Pollard,60
2011-03-26, Colombo (RPS),Final,ENG,SL,229.0,6.0,231.0,0.0,Tillakaratne Dilshan,2011,Sri Lanka,played,Sri Lanka,M Muralidaran,2,BAW Mendis,1,TM Dilshan,108,WU Tharanga,102
NA, Bengaluru,League-Match,AUS,KENYA,324.0,6.0,264.0,6.0,Collins Obuya,2011,India,played,Australia,NN Odhiambo,3,JK Kamande,2,CO Obuya,98,MJ Clarke,93
2011-03-11, Mohali,League-Match,WI,IRE,275.0,0.0,231.0,0.0,Kieron Pollard,2011,India,played,West Indies,SJ Benn,4,"""KJ OBrien",4,DS Smith,107,KA Pollard,94
2011-03-24, Ahmedabad,Final,AUS,IND,260.0,6.0,261.0,5.0,Yuvraj Singh,2011,India,played,India,Yuvraj Singh,2,R Ashwin,2,RT Ponting,104,Yuvraj Singh,57
2011-02-25, Nagpur,League-Match,NZ,AUS,206.0,0.0,207.0,3.0,Mitchell Johnson,2011,India,played,Australia,MG Johnson,4,SW Tait,3,SR Watson,62,BJ Haddin,55
2011-03-19, Mirpur,League-Match,SA,BAN,284.0,8.0,78.0,0.0,Lonwabo Tsotsobe,2011,Bangladesh,played,South Africa,RJ Peterson,4,LL Tsotsobe,3,JH Kallis,69,F du Plessis,52
2011-03-03, Mohali,League-Match,SA,NED,351.0,5.0,120.0,0.0,AB de Villiers,2011,India,played,South Africa,Imran Tahir,3,RN ten Doeschate,3,AB de Villiers,134,HM Amla,113
2011-03-02, Bengaluru,League-Match,ENG,IRE,327.0,8.0,329.0,7.0,Kevin O'Brien,2011,India,played,Ireland,JF Mooney,4,GP Swann,3,"""KJ OBrien",113,IJL Trott,92
2011-03-13, Wankhede,League-Match,NZ,CAN,358.0,6.0,261.0,9.0,Brendon McCullum,2011,India,played,New Zealand,JDP Oram,3,HS Baidwan,3,BB McCullum,101,A Bagai,84
2011-03-29, Colombo (RPS),Semi-Final,NZ,SL,217.0,0.0,220.0,5.0,Kumar Sangakkara,2011,Sri Lanka,played,Sri Lanka,BAW Mendis,3,TG Southee,3,TM Dilshan,73,SB Styris,57
2011-03-25, Mirpur,Final,NZ,SA,221.0,8.0,172.0,0.0,Jacob Oram,2011,Bangladesh,played,New Zealand,JDP Oram,4,NL McCullum,3,JD Ryder,83,JH Kallis,47
NA, Chennai,League-Match,IND,WI,268.0,0.0,188.0,0.0,Yuvraj Singh,2011,India,played,India,R Rampaul,5,Z Khan,3,Yuvraj Singh,113,DS Smith,81
2011-03-16, Bengaluru,League-Match,CAN,AUS,211.0,0.0,212.0,3.0,Shane Watson,2011,India,played,Australia,B Lee,4,SW Tait,2,SR Watson,94,BJ Haddin,88
NA, Delhi,League-Match,WI,NED,330.0,8.0,115.0,0.0,Kemar Roach,2011,India,played,West Indies,KAJ Roach,6,SJ Benn,3,CH Gayle,80,KA Pollard,60
2011-02-24, Delhi,League-Match,WI,SA,222.0,0.0,223.0,3.0,AB de Villiers,2011,India,played,South Africa,Imran Tahir,4,DW Steyn,3,AB de Villiers,107,DM Bravo,73
